time,username,user_ID,user_level,good_ID,good_name,content,score,source,vote_count,reply_count
2017-04-24 20:12:36,k***t,10377748421,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,夏天到了，换手动剃须刀,5,来自京东Android客户端,0,0
2017-03-27 16:31:55,拉***吶,10256637371,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,今年囤货，去年买的快用完了，手动剃须刀一直用的。,5,来自京东iPhone客户端,0,0
2017-04-05 21:31:10,1***p,10283269617,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,送货太快了 昨天晚上买的早上就到了 京东就是好,5,来自京东iPhone客户端,0,0
2017-05-11 22:50:28,兔***_,10397211466,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,不错，买过好几次了。,5,来自京东iPhone客户端,0,0
2017-05-08 10:01:31,j***4,10385040394,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,配货速度超快，使用效果不错，服务也不错。,5,来自京东iPhone客户端,0,0
2017-04-06 23:29:09,z***9,10285654183,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装很精致，物流超快，感觉应该很好用，赞一个！,5,来自京东iPhone客户端,0,0
2017-05-05 17:49:17,k***8,10377537420,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很好用，东西很正，套装很划算推荐购买！,5,来自京东iPhone客户端,0,0
2017-03-22 12:58:29,老***郎,10241138052,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,高大上啊?一直用吉列的手动，一样一如既往的好,5,来自京东Android客户端,1,0
2017-03-03 22:54:38,j***1,10348308239,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很好用，剃须效果好，东西不错，一直用吉利。,5,,0,0
2017-03-30 20:32:54,j***1,10267798260,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,剃须舒爽、顺滑、干净，保护肌肤，非常好用。,5,来自京东Android客户端,0,0
2017-04-26 19:57:12,G***H,10356230340,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,挺好用的，不刺激，顺滑，剃的比较干净。,5,来自京东iPhone客户端,0,0
2017-04-02 17:16:20,金***梦,10273015672,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,非常喜欢，发货快昨天下的单今天收到了，与描述相符，好用有质感,5,来自京东Android客户端,0,0
2017-05-02 14:18:32,a***e,10370188556,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,一直用吉列，不伤皮肤，刮得干净,5,来自京东Android客户端,0,0
2017-02-02 15:40:49,d***i,10358656101,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,"下单很快就送到了，使用一段时间之后，感觉还不错
。",5,来自京东iPhone客户端,0,0
2017-04-04 23:10:29,密***蝶,10281998119,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,质量没问题，刀锋很快，还是五层刀片的好，不容易刮伤皮肤,5,来自京东Android客户端,0,0
2017-03-12 04:14:55,j***n,10293523899,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,效果还可以，就是清理时不太方便，希望有更好的清理方式,5,来自京东iPhone客户端,0,0
2017-04-19 14:58:32,5***6,10326732614,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,&ldquo;非卖品&rdquo;？？？？赠品吗？总有种说不出来的郁闷感，下次不会再光顾了,5,来自京东Android客户端,0,1
2017-05-08 22:09:14,陈***8,10386551021,PLUS会员[试用],3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,吉列商品还是可以的，主要想说的是京东配送每次都是这么快，昨天晚上10下的单，早上还没到公司，快递已经到公司了，一如既往的支持京东配送，快递小哥厉害了,5,来自京东Android客户端,0,0
2017-03-22 23:06:55,m***g,10241299115,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,正好用完刀头，给老爹买一个。一看现在打折。索性买个刀架,5,来自京东iPhone客户端,0,0
2017-05-02 17:32:55,l***u,10380672359,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,一直喜欢用吉列的剃须刀，刮的干净又清爽，很棒,5,来自京东Android客户端,0,0
2017-04-02 18:43:34,d***r,10277257353,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很精致，用起来也很舒服，赞一个。,5,来自京东Android客户端,0,0
2017-05-03 19:57:56,S***Y,10371401950,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,看着还行！！！！！！！！！,5,来自京东Android客户端,0,0
2017-03-14 08:55:22,j***l,10215055624,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,东西可以，质量不错下次再光顾，好,5,来自京东iPhone客户端,0,0
2017-04-02 22:53:26,三***子,10273122180,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,是挺好的，物流也快，第一次用,5,来自京东Android客户端,1,0
2017-04-04 11:59:09,两***句,10364604063,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很不错 一直用这个牌子的,5,来自京东iPhone客户端,0,0
2017-03-11 21:39:21,c***3,10205542809,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,不错比较划算，常用品，备一些,5,来自京东iPhone客户端,1,0
2017-03-23 06:57:29,z***h,10241197615,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很好，物流太快了，是正品！,5,来自京东iPhone客户端,0,0
2017-04-12 12:09:47,智***低,10304270873,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,好用，挺顺滑的。很好。,5,来自京东Android客户端,0,0
2017-02-26 15:29:07,j***f,10165617179,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,刮胡刀还不错。没有照片那么好看。就是本产品包装。不过无大碍。刮胡刀很好就不贴图片的。把不体现出来。虽然买的不是包装，但包装也是诚意的一部分。,5,来自京东Android客户端,0,0
2017-05-06 10:05:27,1***p,10379812402,铜牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装精美 快递小哥很给力 此外最重要一点品牌既是实力，买东西光看评论不如亲身体验。个人觉得吉利一如既往 京东超值给力。,5,来自京东iPhone客户端,0,0
2017-04-06 19:35:10,罗***1,10285085985,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,我觉得不错呀 实体店现在没货 这个是最新款 让我点五颗星的原因是 锋隐系列的刀头可以通用锋隐系列的刀柄,5,来自京东Android客户端,1,0
2017-05-09 22:26:24,锦***乖,10395512940,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,送老公的生日礼物，老公很喜欢，就是在挑选的时候，看得不是很懂，系列太多了，京东物流超给力，支持京东自营～,5,来自京东Android客户端,0,0
2017-05-11 11:12:27,j***9,10397422471,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,收到包装就这样了，一直都在支持京东自营的东西，也从来没有出现过这样的情况。我只想问京东到底怎么了。,5,来自京东Android客户端,0,0
2017-03-27 11:36:19,j***a,10263855098,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,用起来很舒服，特别是润滑条，需要把胡子打湿一些再开始刮就稍微好一些，比之前用的风影要好一些，快递也很快，总体来说不错。,5,来自京东iPhone客户端,0,0
2017-04-13 23:12:26,j***l,10311365340,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装完好，晚上下单第二天就到了，关键是用起来比以前的舒服，一刮就好，很喜欢。,5,来自京东Android客户端,0,0
2017-03-25 13:00:56,向***开,10247548139,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,快递小哥辛苦了 这么晚还送货 纠结了好久 PLUS* 今天秒了个 价格还是不错,5,来自京东iPhone客户端,0,0
2017-05-11 07:03:14,蒙***y,10395126193,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,剃须还行，还有四刀头，颜色不错，希望耐用,5,来自京东Android客户端,0,0
2017-04-17 08:33:31,j***l,10316927749,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,虽然不知道这个头设计是干嘛的，但是整体还不错,5,来自京东iPhone客户端,0,0
2017-04-30 10:11:31,徐***风,10359078716,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装未破损，完美，使用一段时间后来追评,5,来自京东iPhone客户端,0,0
2017-04-29 15:43:56,冰翯,10373279082,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,手动就是好 干净,5,来自京东Android客户端,0,0
2017-04-28 22:13:45,jd_135361snj强,10355238058,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,这个好用，非常好用下次再买。,5,来自京东Android客户端,0,0
2017-04-10 20:34:20,今***央,10298748370,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,不多，就是我不太会用。。。,5,来自京东Android客户端,0,0
2017-03-29 21:58:04,M***授,10283268924,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,速度：快的不用说！这是京东！质量也不用说，京东有保证。以前一直用电动的，第一次用手动，比电动的安逸，是男人就上京东买吉利！,5,来自京东iPhone客户端,0,1
2017-04-04 13:08:53,飞***天,10287475037,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,还是手动的刮的干净。东西没问题，正品，京东快递是真快！好评！,5,来自京东Android客户端,1,0
2017-02-22 10:34:22,知***_,10372387155,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,东西很不错，剃须感受也很好，刀片很顺滑，刀架握感和质感重量都没问题，就是感觉没有我以前的吉列锋隐剃得干净。不知道是心理作用第一次用还是怎么滴，以后再追评使用感受吧！！！,5,,0,0
2017-03-17 16:12:41,l***6,10223719899,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,京东嘛，一如既往的快，第二天就到，还没有用，应该不错，会员有小优惠，还不错，比其他电商便宜很多,5,来自京东iPhone客户端,1,0
2017-04-09 20:51:40,j***5,10313515736,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,质量很不错，使用起来很方便，快递也很快，服务态度还算不错，确实是不错的购物体验，京东购物，确实不错，加油哦*,5,来自京东iPhone客户端,1,0
2017-03-23 16:10:52,航***哥,10324527926,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,还可以，一直在用这个品牌，活动实惠。,5,来自京东Android客户端,0,0
2017-03-26 00:21:07,丶***中,10266486350,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,用着很舒服。不过设计还是太过老旧了。,5,来自京东iPhone客户端,0,0
2017-04-06 11:21:10,v***a,10383966262,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,非常贵呀，不过确实好用，不用担心划到嘴角了，灵活性大，转动柔软舒服，非电动剃须刀用的最贵最满意的一个了,5,来自京东Android客户端,0,0
2017-02-23 11:28:23,j***w,10375313712,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很好用，一直用这个品牌，很放心！,5,来自京东iPhone客户端,0,0
2017-04-24 01:06:43,s***1,10396840184,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,一直用这个牌子。每次升级都买。,5,来自京东Android客户端,0,0
2017-04-22 10:43:43,奋***1,10382767319,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,这款剃须刀很耐用，刮胡很舒适。,5,来自京东Android客户端,0,0
2017-04-02 13:43:34,j***0,10282137111,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,锋隐致护比老款锋隐好用！转动球设计非常实用！个人挺喜欢！,5,来自京东Android客户端,0,0
2017-04-10 21:08:20,j***v,10301619231,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,第二次购买了，真的很好用，这是在外地调货来的，用了三天时，,5,来自京东iPhone客户端,0,0
2017-03-14 16:52:28,音***酒,10215008119,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,昨天订的，今天中午就到了，马上用了，太好了。京东，真的让人信任,5,来自京东Android客户端,0,0
2017-04-13 22:19:40,消***者,10350833302,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,东西还可以，就是价格牛逼得很,5,来自京东Android客户端,0,0
2017-05-07 08:27:54,j***6,10391947605,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很锋利，剃须也很轻，没有一丝痛意，可谓神器啊！,5,来自京东Android客户端,0,0
2017-03-09 20:13:23,霖霖妈521,10228319142,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,之前买的不好用，好比一次性的，这次买了个贵点的，果然好了些,5,来自京东iPad客户端,0,0
2017-03-08 02:02:59,j***超,10305630871,企业会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,以前从来不去评论，我知道浪费了多少京东的，自从知道评论之后京东豆可以抵现金了。才知道评论的重要性，京豆的价值，后来我买什么东西都要评论。走到哪里中评论道哪里。既能够转京豆，还非常省事。特别是不用认真去评论，有健康又快乐还能赚京豆。哈哈哈,5,,0,0
2017-04-24 13:01:10,园***2,10347973431,金牌会员,1349161,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,速度很快。送的很准时。帮同事买的，还没有用。,5,来自京东iPhone客户端,0,0
2017-05-07 11:49:31,z***5,10392062020,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,这个套装太合适了，准备在给老爸买一套！,5,来自京东Android客户端,0,0
2017-04-24 14:22:17,j***c,10344565043,PLUS会员[试用],3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很有质感，过两天再试试，很舒服，物流也很给力,5,来自京东Android客户端,0,0
2017-04-24 01:58:32,g***n,10373146919,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,啦咯啦咯啦咯KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦KKK5就咯啦咯啦,5,来自京东Android客户端,0,0
2017-02-05 11:16:27,r***5,10145473402,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很不错，刮得干净，也很润滑！,5,来自京东Android客户端,0,0
2017-03-09 20:00:34,伟***钧,10209627515,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,挺好的，挺不错的，很棒的,5,来自京东iPhone客户端,0,0
2017-02-22 23:59:49,我***旧,10202412696,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,挺好用的这玩意，5刀片的,5,来自京东iPhone客户端,0,0
2017-02-08 12:55:29,j***i,10289909181,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,老婆说比外面买的好，这回买的值，等用完了还买,5,来自京东Android客户端,0,0
2017-04-19 20:07:55,心***0,10334542900,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,正品 京东物流快捷 质量可靠 老公说好用,5,来自京东iPhone客户端,0,0
2017-04-02 19:59:38,土***a,10278603059,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,手感不错 有点小贵  不知道用起来怎么样！,5,来自京东iPhone客户端,0,0
2017-03-19 18:34:36,高***涵,10234675095,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,京东就是快，都养成依赖了,5,来自京东Android客户端,0,0
2017-04-20 10:07:17,h***i,10331465285,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,真的，还快！京东给力,5,来自京东iPhone客户端,0,0
2017-04-07 10:29:28,小***子,10286721136,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,很好的东西吃饭了吧，,5,来自京东Android客户端,0,0
2017-04-06 07:53:18,j***3,10282583756,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,剃须刀不错，很好用。,5,来自京东Android客户端,0,0
2017-04-14 09:43:39,jd_335065918,10320046040,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,还可以，一直用这个，剃须干净，刀片锋利，对于胡须不是很多的人一个刀片能用三个月以上，手动剃须完全爽过电动剃须刀（可能我没用过好的电动刀吧）。总之给好评！,5,,0,0
2017-03-07 10:01:09,m***p,10199106280,钻石会员,2552446,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装完好，快递速度可以。金属手柄，刀头也很锋利，用着感觉很顺畅。买一送一价格实惠，一直都是用吉列剃须效果很好。,5,,1,2
2017-05-03 11:09:13,j***e,10369601963,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,好用。。。。。。。。。,5,来自京东Android客户端,0,0
2017-03-09 17:05:56,疯***师,10209010656,钻石会员,2552207,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,还没用，吞的货，感觉手动就是比电动的好用。坚持手动。,5,来自京东Android客户端,1,0
2017-05-05 13:28:12,j***7,10376856505,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,发货速度真快，早上拿到刚好用上了，锋利，用起来感觉不错，虽然价格不便宜，点个赞,5,来自京东iPhone客户端,0,0
2017-03-18 10:46:43,章***困,10225394438,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,以前用飞利浦电动的，但觉得剃不太干净。尝试一下，手动的。京东特有的包装，很高端、大气、上档次。感觉价格也很划算&hellip;&hellip;,5,来自京东iPhone客户端,0,0
2017-04-06 12:38:43,黎***贝,10288355619,铜牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,手感很好，刮得很干净，也不涩，比以前用的峰速3好太多了，唯一不好的是吉列的价格太混乱了,5,来自京东Android客户端,0,0
2017-05-07 10:51:26,爱***淼,10381516224,钻石会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,一直在用锋隐，高效快捷，早上刚刮完胡子还没长出来已经迫不及待想试一下了！,5,来自京东Android客户端,0,0
2017-03-30 22:51:21,1***U,10276510902,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,挺好，京东快递就是又快又好，之前用的吉列隐锋致顺挺好的，出差丢了，这回换个致护，应该也不错！,5,来自京东Android客户端,0,0
2017-05-07 19:44:55,j***o,10395000065,金牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,确实快，晚上19点下单，早上9点到手，昨晚洗澡用了下，不错，刮得很干净,5,来自京东iPhone客户端,0,0
2017-03-22 20:58:43,破***云,10247420378,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,收到货，发现包装盒子给压变形了，辛好里面的东西没压坏。好不好用等以后用过。再追评,5,来自京东Android客户端,0,0
2017-02-13 20:30:20,m***p,10320964794,钻石会员,2552207,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,吉列手动剃须刀锋隐致护冰酷刮胡刀片很好用，剃须效果好，价格实惠比超市便宜。,5,,0,0
2017-04-10 10:46:07,织***2,10385447817,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,老公说很好用，不用泡沫也很滑，皮肤舒适刮的干净,5,来自京东iPhone客户端,0,0
2017-04-29 21:22:12,乖乖QAQ,10357835025,铜牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,晚上9点多买的，第二天早上9点多就到了，真地很快，师傅态度也很好。,5,来自京东Android客户端,0,0
2017-02-17 12:43:58,小***儿,10369605053,银牌会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,防划伤条   一点都不好     一点都不好！没有上一代得耐用！,5,来自京东iPhone客户端,0,0
2017-04-24 23:21:27,x***x,10376156007,PLUS会员,3014239,【京东超市】吉列剃须刀锋隐致护手动刮胡刀套装（1刀架1刀头+4刀头）京东特供装,包装不错，吉利标准产品，质量信得过。,5,来自京东Android客户端,0,0
